time_step,fish_id,fish_size,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0,0,0.24836240420298503,-1.7074808440668332,-3.2051242635936616,3.241962796989166,-0.00277037491765001,-0.0042567052555268345,0.0003866062019602213
0,1,0.258315432022039,-2.335209073809065,0.06839681939847099,6.226918618669269,0.002231765814847414,0.004782408403726546,0.0010185015825696707
0,2,0.2569606617311492,-1.6547046633601383,-0.7764468351120154,6.365544018815539,-0.0005264406945282615,3.0022572595848816e-05,-0.004264262611331347
0,3,0.25882377308580024,0.9591309410693956,-0.8207984332370958,4.648058981104891,-0.006476162806989029,-0.0043171154035625174,-0.0018710111142678071
0,4,0.24581122053942617,-3.8012897216034474,3.5565066688619233,6.654833030601985,-0.0009207054595143287,-0.0025111636493361867,-0.0009726530840161019
0,5,0.2481119152923614,3.2281672781301096,-3.1576361077372503,4.5934504008178125,-0.00978835704480793,0.0003957652127536963,0.0020962286422508826
0,6,0.2541049214289086,-0.192090915979173,-0.7563184775926968,2.782240928928098,0.0031630345642734785,0.00025818617005359993,0.0011639495820912789
0,7,0.25120085344727033,0.8961319680461123,0.11541669410453043,2.0405490127466885,-0.002369111362505175,0.010310281705938718,0.0012467102109208316
0,8,0.25990664681239706,-2.3319554615133247,3.357068627220805,5.0638751558905835,-0.0030493403725717345,0.0024035262304945167,-0.000603964766608489
0,9,0.24193827131967818,-2.324062737161913,-0.5326219508461884,5.609724243892205,0.008170663424631295,0.00416481694280282,0.0018057673297098638
0,10,0.25324497041792077,-0.3225714489773415,0.9796470120495916,3.317087717592866,-0.0018484255667000236,0.0037345853448356027,-0.00019307043772030243
0,11,0.256385586909685,-0.21916745520007505,0.06913790252429415,4.743454938922192,0.0009379128196839992,0.000836924157859039,-0.001433871733796214
0,12,0.24880926574986018,-0.4399156949059823,2.8731593868724663,4.96892906332525,0.004029387910573195,-0.015617165996807259,-0.0023089458353734377
0,13,0.24089499393746314,2.6731394036721707,-4.036856013326113,5.933958049222852,0.005620912105444169,0.009754069043473491,0.004144772748430882
0,14,0.25752707510715594,-2.335406484272087,1.2651576690056052,2.37130051888949,0.0020197776550095695,0.006128680746281763,0.0021949364971708537
1,0,0.24836240420298503,-1.7102512189844832,-3.2093809688491883,3.242349403191126,-0.02647888954131435,-0.035628486111830886,0.005295018588647598
1,1,0.258315432022039,-2.3329773079942173,0.07317922780219753,6.2279371202518385,-0.021263935072283444,0.041349518649600514,0.00011276133996492753
1,2,0.2569606617311492,-1.6552311040546666,-0.7764168125394195,6.361279756204208,-0.036079988365255035,-0.0024433271741930527,-0.02883742565188089
1,3,0.25882377308580024,0.9526547782624065,-0.8251155486406583,4.646187969990623,0.005194393014261341,-0.04627122451158141,0.0015683807183855944
1,4,0.24581122053942617,-3.8022104270629615,3.5539955052125873,6.653860377517969,-0.04088340634704061,-0.006217203383972184,-0.015735429024369016
1,5,0.2481119152923614,3.2183789210853018,-3.1572403425244966,4.595546629460063,-0.00435679416326074,-0.04412222272970656,0.00536435786786886
1,6,0.2541049214289086,-0.18892788141489952,-0.7560602914226432,2.783404878510189,0.029209232885300918,-0.026584296208351555,0.02306819431202138
1,7,0.25120085344727033,0.8937628566836071,0.12572697581046915,2.0417957229576094,0.017420256546059693,0.04078954334770737,-0.008789104822927359
1,8,0.25990664681239706,-2.3350048018858964,3.3594721534512995,5.063271191123975,-0.03466851666452876,0.029651856798120158,-0.010369609855747907
1,9,0.24193827131967818,-2.3158920737372815,-0.5284571339033856,5.611530011221915,-0.03126737779937045,0.024306223982215113,0.018112544831205356
1,10,0.25324497041792077,-0.32441987454404153,0.9833815973944272,3.3168946471551455,-0.021659861391701236,0.03859973623787018,-0.010900479540785608
1,11,0.256385586909685,-0.21822954238039105,0.06997482668215319,4.742021067188396,-0.015689601565883032,0.0288989058205485,-0.032379890153452884
1,12,0.24880926574986018,-0.43588630699540915,2.857542220875659,4.966620117489876,0.030601774017548503,0.02823444835487396,-0.016495556871459312
1,13,0.24089499393746314,2.6787603157776148,-4.02710194428264,5.938102821971283,0.03929469887743336,-0.001864836123964153,0.0182382544377586
1,14,0.25752707510715594,-2.3333867066170777,1.271286349751887,2.3734954553866605,-0.011789831731042278,0.042573197666285034,0.014046245306498329
2,0,0.24836240420298503,-1.7367301085257976,-3.245009454961019,3.247644421779774,-0.031028898620051856,-0.06232776893010014,0.012786011103245312
2,1,0.258315432022039,-2.3542412430665007,0.11452874645179804,6.2280498815918035,-0.02632512402324693,0.06160524961475715,0.025047281234585616
2,2,0.2569606617311492,-1.6913110924199215,-0.7788601397136126,6.332442330552327,-0.06709565937340464,0.004700758622996844,-0.02328687540993315
2,3,0.25882377308580024,0.9578491712766679,-0.8713867731522397,4.647756350709009,-0.00996376701178587,-0.07116508497259794,-0.009811032215238514
2,4,0.24581122053942617,-3.843093833410002,3.547778301828615,6.6381249484936,-0.049830446542965146,-0.03368555134740344,-0.029942089521161105
2,5,0.2481119152923614,3.214022126922041,-3.201362565254203,4.600910987327932,0.0008114714773574008,-0.07099267223571337,0.0041256104212173735
2,6,0.2541049214289086,-0.1597186485295986,-0.7826445876309948,2.8064730728222105,0.05326427438873502,-0.04447444653804639,0.014926012192196076
2,7,0.25120085344727033,0.9111831132296668,0.16651651915817653,2.033006618134682,0.03209156938106081,0.06395694082669678,-0.009434231416212574
2,8,0.25990664681239706,-2.3696733185504253,3.38912401024942,5.052901581268227,-0.06003013794758097,0.029869925302824202,-0.028668439463415036
2,9,0.24193827131967818,-2.347159451536652,-0.5041509099211704,5.6296425560531205,-0.051477677593369145,0.04130944921657973,0.021442184273976567
2,10,0.25324497041792077,-0.34607973593574276,1.0219813336322974,3.30599416761436,-0.03215573222763944,0.06448461255761986,-0.00829370683492088
2,11,0.256385586909685,-0.23391914394627408,0.09887373250270168,4.709641177034944,-0.00973845448798473,0.04790765514396812,-0.054000185076620424
2,12,0.24880926574986018,-0.40528453297786066,2.885776669230533,4.950124560618417,0.03634440048351999,0.05642889863057533,-0.02098946596370032
2,13,0.24089499393746314,2.718055014655048,-4.028966780406604,5.956341076409041,0.06318910834647845,0.0016249507513524228,0.028364856434463855
2,14,0.25752707510715594,-2.34517653834812,1.313859547418172,2.3875417006931587,-0.029524233457680793,0.06609910630162151,0.008244624466998638
3,0,0.24836240420298503,-1.7677590071458493,-3.3073372238911194,3.260430432883019,-0.03305837587683961,-0.0737321422726834,0.029345257056137688
3,1,0.258315432022039,-2.3805663670897474,0.1761339960665552,6.253097162826389,-0.0270378575482631,0.07548193822313687,0.038519922666380234
3,2,0.2569606617311492,-1.7584067517933262,-0.7741593810906158,6.309155455142394,-0.08153542145881465,0.002781293970044621,-0.03483969759946747
3,3,0.25882377308580024,0.947885404264882,-0.9425518581248375,4.63794531849377,-0.012358484287681106,-0.08843292846456136,-0.012065045172303803
3,4,0.24581122053942617,-3.8929242799529673,3.5140927504812116,6.608182858972438,-0.05863997333947758,-0.041337097395671527,-0.044143997285487624
3,5,0.2481119152923614,3.214833598399398,-3.2723552374899163,4.60503659774915,-0.00023840754580618058,-0.08724984480283769,0.00244068743393101
3,6,0.2541049214289086,-0.10645437414086359,-0.8271190341690412,2.8213990850144066,0.05985830405153256,-0.06234792405571345,0.015419536604064667
3,7,0.25120085344727033,0.9432746826107277,0.2304734599848733,2.0235723867184694,0.036715352733619706,0.07944391950783156,0.001613374508846196
3,8,0.25990664681239706,-2.4297034564980065,3.418993935552244,5.024233141804812,-0.07314614865110675,0.04215024351488238,-0.03213974622102085
3,9,0.24193827131967818,-2.3986371291300213,-0.46284146070459065,5.651084740327097,-0.04953747176558271,0.05887149776266635,0.03253272675485145
3,10,0.25324497041792077,-0.3782354681633822,1.0864659461899173,3.297700460779439,-0.03622203173158332,0.08098610089933478,-0.003415063491828629
3,11,0.256385586909685,-0.24365759843425883,0.14678138764666981,4.6556409919583235,-0.014013454328526423,0.05669958957719526,-0.06819858414742949
3,12,0.24880926574986018,-0.36894013249434066,2.9422055678611083,4.9291350946547166,0.051036278651890386,0.06215175703341482,-0.03132360757880445
3,13,0.24089499393746314,2.7812441230015263,-4.027341829655251,5.984705932843505,0.07620750225858319,-0.013837397429327648,0.030959694592027163
3,14,0.25752707510715594,-2.3747007718058004,1.3799586537197934,2.395786325160157,-0.0258289371396081,0.07845741331838503,0.02898112449360463
4,0,0.24836240420298503,-1.800817383022689,-3.381069366163803,3.289775689939157,-0.0334008819162393,-0.08371817326448158,0.03360536620655055
4,1,0.258315432022039,-2.4076042246380105,0.2516159342896921,6.29161708549277,-0.027059845681081045,0.08615143002788134,0.04247124229445967
4,2,0.2569606617311492,-1.8399421732521408,-0.7713780871205711,6.274315757542926,-0.09447100769940497,0.009478761003299092,-0.01901794952307157
4,3,0.25882377308580024,0.9355269199772008,-1.0309847865893988,4.625880273321466,-0.013311343811726375,-0.09682016477718738,-0.022095967248350345
4,4,0.24581122053942617,-3.951564253292445,3.47275565308554,6.56403886168695,-0.07433054397274655,-0.04350042231882517,-0.03518328109374752
4,5,0.2481119152923614,3.2145951908535917,-3.359605082292754,4.607477285183081,0.002427546186859641,-0.0928711951516126,0.020064030457823265
4,6,0.2541049214289086,-0.04659607008933103,-0.8894669582247546,2.8368186216184714,0.05660680307216494,-0.07812805092224975,0.011666909628907133
